UUID,Name,Points
267c888c-20a7-41b7-88aa-724f802b6150,mesonpi_,51
015e35f3-70d3-43f3-895d-cdea386118d7,lktlucas,114
f1e63202-a60d-40a4-b4c4-8fc9942f07ad,c_henrik001,193
f8af3621-587d-4ec7-96f4-25717b198dfd,lee3run,50
23cb2267-4be6-4439-b4a6-dc2cf3e5f30b,andershow87,641
a5cf84d3-c0e7-4736-8c5c-58df1b982c14,expertnandoo,56
15671712-f779-41ed-a517-dc4609f7cd8b,thecasttz,50
e4bf4b1f-c59f-4189-9abf-e9bcc1ec527a,grazonn,207
1d0b5f63-64a8-4483-aca8-4ee301d3ed5b,maferselect,0
847bdc7d-e95a-4c32-bdc8-c3771a5d0c6b,tibureu,50
47a639d4-93bd-433f-a60d-5a944df786f3,chernobiules,223
4f3a3d51-393a-4dfa-bbd6-c0d2d3be9a79,ninniet5670,51
8ab25700-f3a5-4837-b061-2d0efa7893b8,paulominor,56
3e530e26-e15e-41ec-838c-0f23af989de9,calebe_stoffel,0
c93cb5e9-f5e2-4c27-87af-a3cd1f7a1074,pettigru,51
6fe2526c-955b-4c6a-bd8c-57363f63294f,erodamermaidq,51
1668888f-874c-41d7-abc3-2a1f8489102e,toxqq_,50
1c7bb47f-afaf-4b1e-a887-343751d5fb62,dfdaicorb,486
77a38bf5-0cbb-4763-a98a-24baceebe6fc,ogrorasta,301
095ee630-7de5-4104-b122-f624078b99b1,soyrox,65
a6345eea-c141-42fd-9f0d-11f4210a0f20,candango_de_luta,50
8400b382-74f6-48ae-ad2c-423654f61fe2,alarissabrisola,62
05f6c58c-5749-46a6-8aa7-07768c3a6f03,viyusu1297,50
cbcbc270-227c-4708-872d-78ba75aa9e8a,bno_santos,17
3d887161-2977-496f-9f7c-6b37d9b79c2f,barbarayasmiiin,50
63f53514-daa0-4645-b5ae-a1970a5b9180,tututututuh,306
4a36c617-b018-436a-babc-4374461ab87b,null__var,53
403db18e-941e-4e63-ba23-e63c0515876a,lmadriles,50
c9bfbbf9-db90-45a7-a72c-4118140038f4,eduardo_cofferri,56
4caa2fb3-7ed2-436d-bc35-390feebfdebe,marmschu,50
000ff655-fa9f-4baa-a108-47f581ec52a1,cajuuh,1168
135d00c9-66a6-4f34-bc9a-4839bc92325b,osenhorf,788
7dd7159e-7664-4297-a354-f5474bd50b9a,leandrofacchini,150
c1aa36c7-5dc9-4c49-99fb-04fa269fbf0e,jaswdr,65
dcac933b-7639-49ee-9dce-d1f388fbfc7b,jplpereira,26
b3450ac4-71b6-42c0-88de-b65f01322937,ribjoao,742
1474e876-1551-41fd-a5df-e8c5db8f8edf,pollonigod,13
7fb537a8-abcd-4ef0-9079-8405b1973b32,nice_gustavinho,276
b76065e6-8d9c-4fd0-b02e-7cd346e2fc84,ronynz1,52
862b8d8d-6e87-4e45-a908-983c38cde503,rafa_jj,52
47b95a9b-5afc-48b0-89a1-f4fa139b78f3,pixaiti,152
f7be3055-ee11-43c4-b561-dd8971bf8271,ozoio,454
b31838a9-6ad2-454c-af22-0ecd9e66b298,rodolfaotibiano,172
dcf82362-2c81-4f27-ad1d-20351becde42,torresdb,304
d063b285-d7c5-4cf3-a046-afd9b11ac3be,tica_real,57
0262b6a5-db4c-49ba-b139-86fc3cb6278f,thicosfer,50
a0af6146-d350-4086-8809-adb8bcf1b9a0,pysicolose,57
87a655cc-f17c-4089-9f77-cb86a330f2e0,souruimevc,2
6db5cd57-5584-42f5-89cd-e333eafa2cd5,marcelohfmsds,50
78c8eddd-c6d1-43f8-9ddd-cebf1c126e94,arthurthuthu,14
c58ccdde-0c8b-4f4d-8650-539bd65e1b6c,thecynicalcake,11
ce23c54e-99ee-482f-b740-70f84cfe8214,joaopcnogueira,123
bbf24778-b8a3-44d1-af0c-4f3f7557f121,deeerick,150
d4dd67e7-f761-46b9-a529-338f3878d468,igorloopes_,51
602318f4-277f-41db-964f-c800faaf2c6b,vinispbezerra,100
8a3ec73b-438b-433c-87f9-00617f610eb7,cariass__,151
e6673159-8673-4039-8e5e-8d20183c0afb,vitoortk,874
11587d4b-92bd-4d1e-9a88-a2aabd53f758,willyegabriel,52
bf7547a8-cb7f-4cc3-8b95-2a8ba3cbba1d,vieirarenatop,226
deaa5069-5ba5-46c1-aa1f-dc7ed4e66c55,brunosorati,252
7157b55a-a013-4e7c-b904-7af4bcff5493,ricosgb,2013
97353bcc-c1c1-4919-b1d1-b4b32018d7ad,impossibation,150
e8d6e459-60ed-4333-9732-a40550fb2f25,carlosefdeavila,50
9022accb-12f4-4255-8839-8edc027c1c34,loce_mar,704
a06627e0-16cb-4004-a1d9-54efa3de86b6,kikaorodrigues,50
9218315b-ee79-43eb-89be-b7f59accec2f,rbkzera,337
12c97f0a-2f1b-4b41-95c6-34510f4f236c,jadsoncs,665
f0c00992-02c4-4b1c-97a9-f0fb021ab326,holyj4y,51
286d6693-12c0-4066-a9ee-8963ff551110,theduzao,53
368c7fc1-c3eb-4873-9921-666cb05389a1,knusch1,829
19a2e0a5-3b85-482b-875b-733225e2df9d,caje_vi,50
ad6ccd89-793c-47b5-93ae-9aaddeaf9ef7,eh1ciladabrinu,380
fd3c38b9-7325-4bbc-b86d-f1d55f1b3de4,timaster5,1
247d2e56-7ea1-470d-acf7-4728545cce84,abneryac,51
08a156d5-b75e-4e10-ab2c-3f22fb45f6c3,fenkzebra147,162
3958a37d-c320-4f4f-a86d-1dbb82127bd6,tiago_justino,1667
de0eea21-a79e-43a4-9f83-d586cc40c61b,futagi,50
087ed7b7-ad98-4b3f-9db5-336226b976d8,codigo100cera,1139
6e3235bf-934d-486f-9314-fdf75d91fc74,felipevidorvaz,56
50e8782c-88b0-45d4-8109-436c4cd36a2e,se7en_dsg,0
54d8bced-fcdb-4cb1-acdc-0aa1db6490ab,camelo_900,105
fa65bee4-bd82-41a3-a1ce-5dbaa836daa4,heitordutra98,488
9c6d7a25-5fe6-49ee-a832-f2b400074899,biamarci,507
37676d57-8faf-446c-b0ec-d824d6a84306,reis_lucas_,52
31bc7ace-9390-46a6-8c6d-435eac92d39c,busquemcomercimento_,675
54f4e029-8fe6-4816-817a-f59a552e68ce,ashla____,50
0b3fa997-c264-439b-8169-6bb14a4c47de,guguhabbema,50
dd72b519-8321-4f75-8d68-0859746ab682,euviniciuswm,100
bec6720c-56fc-4fe4-a34b-cefa123340b1,wyllamcoelho,479
ac9687c2-b8e9-4903-8006-10f16439bcbb,tchelogussa,552
eac4d2aa-75a5-489b-8143-2657e46f6d82,inlima11,50
e4130928-ec5c-4f06-acce-db082337bef8,ccampa896,52
fa35ec63-d115-4696-9106-dc574940b6c2,joaovxito,50
0c19de57-f3fa-4a16-830e-bcb56bb1a190,leandromenezesr,201
66cc3585-e2cd-41e1-b56c-ea9b2af66707,mrvin,440
14f7babe-efac-4733-9f86-628e370f917c,junior_silva17,201
a6810d96-d41e-4cb3-be54-e73ad573703e,azemirribeiro,150
ea360895-e533-4792-b44e-1e7a1eef2a69,luisdsanttos,206
48f5903b-aba4-4847-bf3b-483e15c608ed,thaaleco,53
256e6e9b-b03f-4e9d-9210-7fe7db2168ac,siluciano,0
6e58d135-07cf-48da-8803-7ec0d5d24a21,wbortolotti,362
6cd07457-d642-445a-8eb8-986fc1bac71d,cidadaodetokyo3,662
256ec721-e61d-433d-b484-26349ba2e080,mts2am,371
bb36ec70-a376-42d2-8d68-909d666a289d,offnayro,0
68778978-c704-48f4-830e-3d6b4410c13d,bitfarm_,208
7aa51b7d-1b7b-4768-aa56-ace906341165,mapoynter,201
aee0e833-1047-4ea0-865a-66bd2de01d5c,jhames_rokushin,150
811a2aa0-fca5-44ca-8e9b-a5deea2bd7c4,andreyr5,434
90ab457e-8aae-4667-8d3b-d0b7d71525ff,lucasfpnt,50
29fa5d98-7ab4-4cdb-8002-733db08b06b9,antonyperes,0
2a5f7691-6350-427e-b61a-f710643f4b46,pequenadai85,175
1cd31d33-7b05-4e9b-9776-cec770be61fa,kennybelmont,1143
ede5c3fa-baea-488b-88a8-b14faa3b2569,taekoelias,123
e26cc92d-b5c2-472f-8a8b-4007cef7b674,kebab_de_bacon,100
efc4b288-a524-4805-af44-efa3c7783fb1,padovavini,103
b3ff004d-46ea-4d64-97fe-80a46280dbda,lee3runn,363
541e5789-65c0-48ee-85de-7d46aac813c2,xagaizado,183
15e75472-fea3-42ff-839b-397e568f1d55,lukeltc,293
c47e1e78-bb9a-421f-9b1e-f6d7b8cc753f,marcossa77,117
e8bbdb17-4f69-4732-b03a-c15312d2977c,benraf_,159
a17fb265-045d-4a8b-8565-b072387372d3,matheuscastros2,482
94010291-e033-406f-a02d-c8fd08f813c5,jaquelinesfernandes,50
06dfd571-9e08-490d-a632-83a2def99edf,oddnectary,50
6a4348a4-1f14-4346-a662-231146ec4241,erico_cavalcanti,50
836281fd-719b-4102-9bd0-04ea21c8b742,lindbergh_,52
472f7706-21c5-474f-9a35-8c34482b4564,leorosee,50
2e21347c-b53d-4ec0-927e-2e0450be6076,durvalsiqueira,150
73ca1e4e-3ae6-4baa-8ef8-d6d855565dc7,vollinrabar,52
3a542eca-5e52-48ed-b1f6-2e7088eca4f6,guihleme,209
08f2d56c-9ac5-4788-a594-880a15b29841,alletsc,0
7c610cfd-c057-4b6f-87af-b25b403c0e0d,victor_augusto7,264
f6ff8dca-98a4-42f6-a1c7-6000d08d4536,angelomrigo,54
99610949-02b9-4e83-b98e-39eb0467d6c3,fabzil,552
9a3c7777-72a2-4709-9db6-545d05bf664e,leoramos086,1318
19e1bf35-cffe-4ae8-a6e7-35bfc35bdb57,mpreis82,57
99b7b0a2-5ca1-4205-85de-371cc4ee10a0,ocriah,0
3fb957cc-1e52-4f90-bef5-4607427225fa,lucas_pioto,4
7ec616e0-0939-4f5a-bdfe-5842e331cc79,aquitia,100
9c21c5b8-a05d-4d70-bada-1e3fab6d8446,snakeplayrj,110
4a7359e8-bb08-40c5-bc0f-d48b33203b88,juniodr,1
d533eb44-0629-4869-86b9-710d0b54040a,martchall,150
88b67027-bc1e-4152-a8e6-ae3f9655c673,brihnascimento,872
52434a1f-712d-45c7-bc9e-dc81872383aa,digonfernan,352
5ab97e91-c02d-4bdc-8b9c-6279c542b62b,papaigames10,50
5dc9a67c-c7bc-412e-8d62-b55e11cdd5aa,blazereapp,50
96b27914-aabe-4c06-81ad-78e503abbcc5,bakudas,163
8f0e952d-b5bb-4c6a-9180-335e70860b0c,thiago_cesarls,264
88f63c1e-f218-4175-a002-585a01b0aed1,tayrone42,257
9d023e72-c799-40c0-907a-96e023a97959,martinsrso,703
5e1af4e8-c595-4376-9640-3787312c5872,augustoprestes,152
5a4ae891-9dde-414b-aede-000373d0170f,blaidestark,209
d4f2fe82-f77b-439e-baff-0746db060664,gabrielfaria30,0
c777b925-f661-46ef-9a6e-5f88ac5f0429,maarcuusvi,101
4090efcf-9409-4f92-ba5b-aeb4f125c2bd,haruom,50
856bb215-f1a1-4f9f-bf0b-bfd2fbbd1e36,ostuff_fps,70
af533dea-6bcb-4d45-afd2-118e5b4946ab,hattzera,876
61ed24c8-eaad-44c8-b5a4-97df2ba8edd0,tiafonso,59
6a0b34e4-e3f5-4455-9cf7-6a2975604de5,b2evandro,100
dd90a117-9605-4145-a872-99bb1b63ba60,luicamp5,50
431cb22b-2c2e-4754-bb99-7d02cd0c8b5a,daegon32,52
6b5ba40e-951b-44ae-b098-9a716980f1a3,jaymeelias,400
f536f560-3f2e-4b8b-aaa1-87b63ea0bede,luizzzbp,51
dc759b92-101e-498f-8d0d-45ea84bd7ec7,franciskorezende,214
c1c6618b-6099-4f47-b129-a368ea249f00,fernandes_vieira,614
5e98e94e-7a45-4c5a-8a9f-cfec0060606d,igorcampones,5
7e9cb82f-43ff-4a3d-81ba-47b1e2dbf70a,maroca_13,56
a01e9a01-c7ed-4bec-b8ed-5ca6bbba7dec,ivanpimenta,364
fd092ec0-4513-48fc-a84a-31ae96e92fd9,renansferre,760
22ec0aef-5280-4ca1-91c5-b4d5f3b24f9c,rowmapaixao,303
feb1a34d-202a-4224-a1b3-0e737b12dd4d,mmenoli,1119
07f950f9-77ec-4a79-ad63-d9d6f9e1e03e,nogueiravelber1,0
55f2c7e5-bada-4e45-94ce-1ddd03675e32,vivssaura,60
60f737c6-6bc6-40a6-a1c5-35cd91c80a9b,cinara_neis,840
993bef79-5711-4e94-b63b-7f39423b5591,fbert,0
0df5f7e8-851c-4a82-a9d9-5987e6886e2d,havocz_lp,52
053c1321-f73d-4b7c-ab92-bda971ff18a6,viegas_,643
84acafa7-5e03-4fac-a645-ed26e02be511,suavementelucas,51
a2aeab01-9a24-4622-9586-2191cafc4096,anselmoaxo,150
a255cedd-7a95-48e3-8996-04d10b4e9b47,seixas___,101
34e152a0-e980-4562-98f3-f7b2a18022ef,legodoy47,50
86a46b70-6e77-46b5-b8f8-b235b86957f1,glavork,2083
e0e3e878-f641-4fcb-8cac-bc43b7ac1c36,gugabrust,502
05f3aaf3-6295-4e7a-a76e-4838c653b4f0,santannarc,51
21c51dc0-9eb8-46da-8d4e-8ebfe3e84a05,brendonlu,53
0b474011-385e-4990-8106-cdcca66ec3f8,cabralz1,53
7cd9ba4a-35ff-482e-a337-e2055c24d2a2,lanbuh,0
156857a6-b4a5-467b-9616-6641f8bda12b,balkry,2263
5c8e3521-7936-4fc6-b650-5e673fa375e1,santiaelcodes,1181
ed971566-bb69-4a7a-8d5d-cb445065afeb,xblackfoxy_,50
eace7cac-69a7-48ee-85e2-8e7555bfdf9d,joaovctr99,4
a4b70d73-1938-4f27-b1e5-973526894b10,jptudobem,555
70f6a500-741f-43f7-a51c-d26214776803,meneizs,117
fb1c1c91-7845-4816-a675-6479afc6a475,umaelfa,106
a4b35d02-9433-426a-9ace-58001a01c71e,vitormusachio,50
6f69f00a-28cd-4dab-a3ea-9380ef407de6,kco_souza,1288
464de4d9-679e-49b4-87ad-7ec20f28606d,victorpauloti,50
479dbc51-d41f-447a-90d0-f8f8cf717b0f,yancleiton7,187
3e0cf827-0afb-4b5b-89ba-196cecdd44ae,zmvvn,57
1ae9441a-706b-4e92-b309-18f69812c044,e2ds23,1061
ecdc4718-0c9c-4b31-92d8-fe1cf2d966b9,anacartola,51
042fa213-0c29-487c-8600-799e09551991,alukard_jp,116
78d30839-94db-4278-bdb5-617628dede07,zer02311,55
ae3164e6-ca07-4c44-b927-ea2e4a1c20fe,andraade25,50
bb19b7d3-b47f-4442-b8d5-b2986e1e98bb,lorrannn21,50
b948ea66-2a7f-4017-b66f-530651d2b3fe,wifiruim,151
488c9e22-8326-4ef9-aa2f-161cdd90b29e,miney_pirocao,53
132c6ae8-e587-4e34-b217-ebe03474467b,cyrwsk,50
0bedbd0f-25d4-4594-ad7d-46766f4522be,0n1zuk4,52
45d31555-5d66-43cf-a4f6-9713a5e37e4a,doouglasromao,108
aeaf1f62-95db-42fd-959d-30c8dfd3327d,luisnascimento93,100
924122ba-fd60-4c5b-9e6d-7a2448b1224b,sousapedroso,0
5438f9ee-08ac-460e-b40c-fd4de7488792,1sefir0t1,65
3d28e6fa-020d-4271-9ad0-335102b3a05c,f0ints,120
10ff5fd4-85a3-4f6e-a5ed-0cb97439098d,ensel1,50
272dada8-aed6-4c0b-94ca-90cc5b61b4d6,alvper4,50
3c5e8fac-6aad-47d5-8c1a-a2fd572b1777,carolintech,402
b892aeb9-c839-42ae-b627-b77f9396561b,fillipedrago,294
1d553dc6-dd8a-4337-8021-bf8fc09e2293,sacksobar,53
c014ffb4-5c6c-46ae-823e-e08e60600e40,joaopwalter,50
fbbdd71a-1904-4c5a-aa59-f9ccd12900a3,borges301094,50
6dee5ed7-e72b-4366-89a6-9d5d4ed6aaf4,jhoogsz,109
a38db543-1d39-4450-96fd-de8378bcab1e,diegosuhett,146
a9a3c693-4061-4ca6-ad29-12bc009795ae,leoslemos,51
14c81fcd-9277-4176-82c1-005864cdcdf4,dr4uzer,55
e28a92f9-b7c4-4bea-9901-41ef1536fcc7,odomluiz,50
1cd4e5c0-3f81-4b54-b112-1db700bcf7ec,thunder_grochoski,50
cd868bc9-5997-44cf-87ff-219de4cd61c0,jpaulorc,50
aa5eccb4-0df1-4817-b9a5-35357e334c2b,contss019,50
0f15499c-bb66-4b2d-a720-91080c65ff13,afonsodepaulafeliciano,0
6d701035-be61-4e72-9443-38c1623feb11,magnoodilon60,103
4f6cbfe9-8d39-49a3-9570-003d45a3b109,ecenl,50
83469cc9-00f4-4378-a460-f52636531396,nicocavalcanti,101
2c688029-b48d-4ec4-b40f-524ef321a397,nenemfezcoco,101
882e790f-1e47-4487-8ce4-58e2d81118f9,garbicaro,51
0651419a-7e4e-4331-9399-443bf9597f5c,venyyss,111
103c642b-212f-4807-8bcb-a63dd5adc777,tokyotheboy,1
84e2ebbb-c546-4d9c-99c3-7e788fe67aa4,pedin,100
53064daa-ab94-4633-b108-d931d5388107,breno_datalyt,100
dc300b1e-6071-467b-9b30-f978383bb05b,guicamargo0,100
bee51013-2979-4896-aa30-f0d0289cf3f4,ilikma1,78
d68d3faf-3972-49dc-bcd6-dae5414ca568,midorifukami,131
992b8643-4ed7-45ea-a324-9044dd90f525,obsoletonraa,53
75e358d8-2b2a-4255-a927-61a93d219749,victorfbk1,201
557204c9-a748-4b95-844d-07144a014e70,asolheiro,50
3f0bf125-c1e2-43a3-b40c-0228ba481b05,satsuky_him,50
ba15a5e2-0c10-4e61-8004-da0126bc8acc,arturoconte,0
ceae63db-9345-49ae-9a75-49cda11ab606,phillb4nkz,216
00f9cc87-c956-4b27-92e2-c96c5774083e,wafeer_pidao,52
a9a8d2a9-76f8-44fb-92f6-a5bddf0ae4eb,cidaodev,157
1f4cedd1-4ebd-4424-ba17-e92a274cb5c7,gcplayer716,50
44acc56a-7b3b-4397-966f-313df9dea4fe,emersonfab,52
a8dcc2fe-a5fb-4386-9824-034abdfb7fd7,oirambr,236
36f62283-55d0-494c-96bc-59afb95fd818,sonzeraaa,50
14420732-edb3-4d87-bd08-a592983ecf6f,wesleyjs1,50
e840623b-b599-4ca5-97d5-2287c68dc7b4,p_imenta,50
cece9442-3b0d-4331-9a34-3b003d504eef,plagzinn,68
83871b43-9625-4bcf-a669-0a283fe5b717,mc_goulart,50
a829017f-dd24-40db-92de-1e632cac34c1,matheuszsh,50
4a7ced64-a6e8-429c-bc2e-23e79d5527e8,gabrielfernandess4,50
82f9fd14-a77c-4e12-9166-de6a78a93818,rapaix42,150
c6e08c3e-e13f-4cb4-ae2e-55f6ad790446,paulinhonemclica,1040
f00500d2-2157-4efe-991c-269639daeb68,o_glethorpe,0
f4410d25-74e1-4e78-bdb8-f936f4610029,pudxd,50
cce8cd47-632f-43c8-a1bc-9848f1160bd0,lucas_sql,50
39dcd502-33e0-4310-96fa-016c82cade80,victormesquitax,96
51fa11d4-9779-416b-9b04-2e82036dc5f6,fbfideles,51
78b774c6-75ba-49f0-9dac-a4948d2744a0,themonha,62
7490b971-d941-4a08-af62-088780502023,dracarys_22,50
2a674123-b2b6-49d1-a04e-f8ea1f8655eb,thiagoamc_82,64
56c00759-8789-43c7-ae39-0ff17896d2e5,vinicinapenas22,102
f6acc3cc-0345-4f0c-b6e2-a7e9e6e3c7dd,patoxyntc,155
f68868f3-fdc9-477b-83f9-97355048f38b,robshowsz,62
d1241a9d-db2b-4c49-a791-d6e3717dcbc5,josefabb,50
37ea91a4-128c-41a6-8710-662a3ff03f26,heybals,52
222ea65b-7cda-4966-83e4-d216ffd869af,adjacente,311
83675d88-c271-4f5c-b552-8628ef24c5ca,pedro_ntx,1
80abecbc-f32c-4e22-bd5c-86eff63990bf,makisupremacyy,2
bf716397-ee48-49e7-9371-3f41bcca68e0,kustervieira,50
593205e6-f8a1-4492-b27d-ce0ade5ae782,vitortramontin_,96
2fd852d8-7690-4249-905f-e026378d85f4,baruquerodrigues,7
cbd06107-fbed-402d-97f4-433b881c37c1,drdhenri,101
609ac6a9-911c-4cf5-b8d7-7b4e7b03b255,crisabastos,100
5ece28ac-e643-471c-b3d2-58ac33b35fc4,daniel0liveir4,57
9b91099d-bbef-49ea-a506-29a24fc8041b,arthursods,8
16f25c0e-f879-4453-b5d4-efebabc2881b,dkbral,50
86a91ff0-e7ce-4856-9fda-4100301d0619,i_fake,55
4d8fa0b8-119c-4d9b-ab88-305e15373512,d_gomezv,151
6a98d7d1-106e-4a35-bd3b-928ef4415e73,ronaldocostadev,0
be55801c-2dcc-4a53-9b30-d351a34e9e23,gusalmeida93,106
2d6ab96a-7e21-4af4-abc7-4468f6341f2e,poodlebranquinho,1
508a21d0-5c9c-456c-9ab3-689d61eb5a6b,herbert_souto,50
47993785-de94-4040-83a0-536b9324e96f,rickmagyar,102
796e00ce-2462-4773-a396-9dd78a7f0ff5,0_onizuka,55
b3283bec-82ec-4e37-aa70-3b61bd72cd26,luisuxo,54
2ed8397f-d143-4df6-9768-7e16a3180026,sir__mario_,202
13851a57-d3af-43ab-87c5-7d58e5743c6b,deanlima,181
76dea516-7fae-4350-a2bc-aae153311b07,klnd7,50
a17be88e-d902-4678-ab95-52872265b782,joaopcanario,0
a64072be-8579-4df1-b836-fc38adfef609,dkfpsz,51
bd37c83d-63da-46ef-90a3-0555814b73d6,durzsche,0
4775537e-3bfb-443f-8a6c-bd3f3c2fd9e4,walloguilherme,55
10e93ba1-2517-4b70-bff1-9fe1b333580d,sahdok,1
b4ea9723-0d13-45fa-ae7f-3799d009bcfa,laiiss,143
60944d8f-7afc-4013-976c-38a59e3abc00,prpires66,50
50050fea-4904-4f14-9eaf-6e4439bc7c13,andymonteir0,140
e193307f-6c18-4042-aafc-fc9d9fe635c4,fabiobocaroberto,51
d7f7eb75-4f0b-4d15-960d-8efe5ca7dd7e,nov561,51
316d0ee6-92fe-463c-90de-91838dc02750,padpano,50
2276f70f-5a45-406e-8b26-49f064cb8705,junyodb,629
c4ce2216-31e8-46db-853a-b68acfb9a7d6,yurilive33,78
7a640612-e0c4-4e7d-9e1b-64d11d889964,niljoshua,50
0ade65a7-c1b0-4aa5-8ab6-a4ad78028037,laurivansareta,2138
f19aaa00-f337-4174-ba14-a2a39dd6ebbf,renanlima2020,55
6d1fa358-39c4-4973-b6a7-83fa2ec2a62c,poetry_add_socialism,85
99a31d01-7fd3-4b9d-ad52-e93984195eb9,nkatayama,50
3977b4eb-4fcb-4500-802b-307a2f1c13e6,bluezinhaaa,50
e902c06c-4c9b-4583-a5bb-bb5404005592,maretero,1050
82ddd7e2-6df6-4d5a-895f-53ea7d4afcfa,chuudolol,0
0c7344e3-9b32-42e2-bdab-b71052aebc98,ygorleao93,103
08fd43aa-af91-4d07-8c63-c1648af971f3,udojr,50
a925f79d-53f9-4188-af61-6f6f6028e196,xllmichael,51
d8a0516d-75fe-4508-8464-b7ecb3b6bdb4,nakombifc,98
91773b28-78e2-4d07-ac33-134b3ce807cf,igormriegel,57
a4b7c16d-60a3-4397-b2c3-a41306d2491c,guilherme_canfield,50
3ecd38e6-4dbd-45c5-ab89-9892d6a69abd,rudhy91,50
